NOME_VIA,NOME_QUARTIERE
VIA ERBOSA,Navile
VIA ETTORE ZANIBONI,Navile
VIA EZIO CESARINI,Navile
VIA FEDERIGO GUARDUCCI,Navile
VIA FERRARESE,Navile
VIA FERRUCCIO PARRI,Navile
VIA FILIPPO BENIZZI,Navile
VIA FILIPPO TERZI,Navile
VIA FORLI',Navile
VIA FRANCESCA E.DE GIOVANNI,Navile
VIA FRANCESCO ALBANI,Navile
VIA FRANCESCO ARCANGELI,Navile
VIA FRANCESCO BARBIERI,Navile
VIA FRANCESCO FLORA,Navile
VIA FRANCESCO PRIMATICCIO,Navile
VIA FRANCESCO ZAMBECCARI,Navile
VIA FRANCESCO ZANARDI,Navile
VIA FRANCO BASAGLIA,Navile
VIA FRANCO BOLOGNESE,Navile
VIA FRATELLI CERVI,Navile
VIA FRATELLI GRUPPI,Navile
VIA FRATELLI MUSI,Navile
VIA FRATELLI PINARDI,Navile
VIA GAETANO PILATI,Navile
VIA GASTONE PICCININI,Navile
VIA GENUZIO BENTINI,Navile
VIA GIACOMO MATTEOTTI,Navile
VIA GIOACCHINO G. BELLI,Navile
VIA GIORGIO BASSANI,Navile
VIA GIORGIO VASARI,Navile
VIA GIOVANNI CASONI,Navile
VIA GIOVANNI PAPINI,Navile
VIA GIULIO II,Navile
VIA GIULIO VERNE,Navile
VIA GIUSEPPE BRINI,Navile
VIA GIUSEPPE CRESPI,Navile
VIA GIUSEPPE DOSSETTI,Navile
VIA GIUSEPPE GABUSSI,Navile
VIA GIUSEPPE GIUSTI,Navile
VIA GIUSEPPE MALAGOLI,Navile
VIA GIUSEPPE MARIA MITELLI,Navile
VIA GIUSEPPE MAZZA,Navile
VIA GIUSEPPE MENGONI,Navile
VIA GIUSEPPE PARINI,Navile
VIA GIUSEPPE ROLLI,Navile
VIA GRETA GARBO,Navile
VIA IGNAZIO SILONE,Navile
VIA IMOLA,Navile
VIA JACK LONDON,Navile
VIA JACOPO DELLA QUERCIA,Navile
VIA JACOPO DI PAOLO,Navile
VIA JOHN CAGE,Navile
VIA LEONE PESCI,Navile
VIA LIONELLO SPADA,Navile
VIA LODOVICO BECCADELLI,Navile
VIA LORENZO COSTA,Navile
VIA LUCIANO MANARA,Navile
VIA LUCIANO PRONI,Navile
VIA LUGO,Navile
VIA LUIGI BERTELLI,Navile
VIA LUIGI SERRA,Navile
VIA MARC'ANTONIO RAIMONDI,Navile
VIA MARCANTONIO FRANCESCHINI,Navile
VIA MARCO POLO,Navile
VIA MARIA CALLAS,Navile
VIA MARIO DE MARIA,Navile
VIA MARIO FANTIN,Navile
VIA MARTIRI DI MONTE SOLE,Navile
VIA MARZIALE,Navile
VIA MASSIMO GORKI,Navile
VIA MICHELE GORTANI,Navile
VIA MICHELINO,Navile
VIA MOLIERE,Navile
VIA MOLINO DI PESCAROLA,Navile
VIA NATALINO CORAZZA,Navile
VIA NICOLA ZANICHELLI,Navile
VIA NICOLO' DALL'ARCA,Navile
VIA OTELLO BONVICINI,Navile
VIA OTTAVIANO MASCHERINO,Navile
VIA PAOLO FORTUNATI,Navile
VIA PAOLO FRISI,Navile
VIA PELLEGRINO TIBALDI,Navile
VIA PIERO GOBETTI,Navile
VIA PIETRO FACCINI,Navile
VIA PIETRO LIANORI,Navile
VIA RAFFAELE FACCIOLI,Navile
VIA RAFFAELE PETTAZZONI,Navile
VIA RENATO TEGA,Navile
VIA RIMINI,Navile
VIA ROBERTO LONGHI,Navile
VIA ROMITA,Navile
VIA RONCAGLIO,Navile
VIA ROSARIO,Navile
VIA S.ANNA,Navile
VIA S.SAVINO,Navile
VIA SARIO BASSANELLI,Navile
VIA SEBASTIANO SERLIO,Navile
VIA SERGIU CELIBIDACHE,Navile
VIA SIGISMONDO CAMPAGNOLI,Navile
VIA SIGMUND FREUD,Navile
VIA STALINGRADO,Navile
VIA STENDHAL,Navile
VIA TITO SPERI,Navile
VIA TORQUATO TASSO,Navile
VIA UMBERTO TERRACINI,Navile
VIA VALERIO ZURLINI,Navile
VIA VASCO DE GAMA,Navile
VIA VITTORIO ALFIERI,Navile
VIA VITTORIO BIGARI,Navile
VIA VITTORIO BOTTEGO,Navile
VIA VITTORIO LUGLI,Navile
VIA VITTORIO PEGLION,Navile
VIA WILLIAM SHAKESPEARE,Navile
VIA WOLFGANG GOETHE,Navile
VIA YURI GAGARIN,Navile
VIA ZACCARIA ZACCHI,Navile
VIALE VITTORIO SABENA,Navile
VICOLO PELLEGRINO,Navile
GALLERIA 2 AGOSTO 1980,Porto - Saragozza
GALLERIA DEL RENO,Porto - Saragozza
GALLERIA DEL TORO,Porto - Saragozza
GALLERIA FALCONE E BORSELLINO,Porto - Saragozza
GALLERIA GUGLIELMO MARCONI,Porto - Saragozza
GALLERIA UGO BASSI,Porto - Saragozza
GIARD.DECORATO VALORE CIVILE,Porto - Saragozza
LARGO BARTOLO NIGRISOLI,Porto - Saragozza
LARGO CADUTI DEL LAVORO,Porto - Saragozza
MURA DI PORTA D'AZEGLIO,Porto - Saragozza
MURA DI PORTA LAME,Porto - Saragozza
MURA DI PORTA S.FELICE,Porto - Saragozza
MURA DI PORTA SARAGOZZA,Porto - Saragozza
NOME VIA DA ISTITUIRE,Porto - Saragozza
PIAZZA ALESSANDRO VOLTA,Porto - Saragozza
PIAZZA DE' CELESTINI,Porto - Saragozza
PIAZZA DEI MARTIRI 1943-1945,Porto - Saragozza
PIAZZA DELLA PACE,Porto - Saragozza
PIAZZA DELLA RESISTENZA,Porto - Saragozza
PIAZZA DELLE MEDAGLIE D'ORO,Porto - Saragozza
PIAZZA DI PORTA S.FELICE,Porto - Saragozza
PIAZZA DI PORTA S.ISAIA,Porto - Saragozza
PIAZZA DI PORTA S.MAMOLO,Porto - Saragozza
PIAZZA DI PORTA SARAGOZZA,Porto - Saragozza
PIAZZA FRANKLIN DELANO ROOSEVELT,Porto - Saragozza
PIAZZA GALILEO,Porto - Saragozza
PIAZZA MALPIGHI,Porto - Saragozza
PIAZZA MANFREDI AZZARITA,Porto - Saragozza
PIAZZA S.FRANCESCO,Porto - Saragozza
PIAZZA VII NOVEMBRE 1944,Porto - Saragozza
PIAZZA XX SETTEMBRE,Porto - Saragozza
PIAZZALE GIOVANNI BATTISTA NASALLI ROCCA,Porto - Saragozza
PIAZZETTA ANNA MAGNANI,Porto - Saragozza
PIAZZETTA PIER PAOLO PASOLINI,Porto - Saragozza
PIAZZETTA SANTA MARIA DELLA PIOGGIA,Porto - Saragozza
ROTONDA ANGELO SCHIAVIO,Porto - Saragozza
ROTONDA FULVIO BERNARDINI,Porto - Saragozza
ROTONDA GRANATIERI DI SARDEGNA,Porto - Saragozza
ROTONDA LUCIANO ROMAGNOLI,Porto - Saragozza
VIA ALBERTO MENARINI,Porto - Saragozza
VIA ALDO CIVIDALI,Porto - Saragozza
VIA ALDO OGNIBENE,Porto - Saragozza
VIA ALESSANDRO CERVELLATI,Porto - Saragozza
VIA ALESSANDRO GUIDOTTI,Porto - Saragozza
VIA ALFREDO BERGAMI,Porto - Saragozza
VIA ALFREDO TESTONI,Porto - Saragozza
VIA ALTASETA,Porto - Saragozza
VIA AMEDEO PARMEGGIANI,Porto - Saragozza
VIA ANDREA COSTA,Porto - Saragozza
VIA ANNA FRANK,Porto - Saragozza
VIA ANNIBALE RANUZZI,Porto - Saragozza
VIA ANTONIO F. GHISELLI,Porto - Saragozza
VIA ANTONIO GRAMSCI,Porto - Saragozza
VIA ANTONIO ZANNONI,Porto - Saragozza
VIA ANTONIO ZOCCOLI,Porto - Saragozza
VIA ARRIGO LUCCHINI,Porto - Saragozza
VIA ASIAGO,Porto - Saragozza
VIA AUGUSTO AGLEBERT,Porto - Saragozza
VIA AUGUSTO MAJANI,Porto - Saragozza
VIA AURELIO SAFFI,Porto - Saragozza
VIA AVESELLA,Porto - Saragozza
VIA AZZO GARDINO,Porto - Saragozza
VIA BAINSIZZA,Porto - Saragozza
VIA BARBERIA,Porto - Saragozza
VIA BARTOLOMEO CESI,Porto - Saragozza
VIA BATTIBECCO,Porto - Saragozza
VIA BELFIORE,Porto - Saragozza
VIA BELLINZONA,Porto - Saragozza
VIA BELVEDERE,Porto - Saragozza
VIA BOCCA DI LUPO,Porto - Saragozza
VIA BRIGATE PARTIGIANE,Porto - Saragozza
VIA BRUNO MONTERUMICI,Porto - Saragozza
VIA CA' SELVATICA,Porto - Saragozza
VIA CAIROLI,Porto - Saragozza
VIA CALCAVINAZZI,Porto - Saragozza
VIA CAMILLO CASARINI,Porto - Saragozza
VIA CAPRAMOZZA,Porto - Saragozza
VIA CARAVAGGIO,Porto - Saragozza
VIA CARLO FRANCESCO DOTTI,Porto - Saragozza
VIA CARLO RUSCONI,Porto - Saragozza
VIA CARLO ZUCCHI,Porto - Saragozza
VIA CASTELFIDARDO,Porto - Saragozza
VIA CASTELLACCIO,Porto - Saragozza
VIA CESARE BATTISTI,Porto - Saragozza
VIA CESARE BOLDRINI,Porto - Saragozza
VIA CIMABUE,Porto - Saragozza
VIA COL DI LANA,Porto - Saragozza
VIA COLLEGIO DI SPAGNA,Porto - Saragozza
VIA CORSICA,Porto - Saragozza
VIA D'AZEGLIO,Porto - Saragozza
VIA DAL LINO,Porto - Saragozza
VIA DE' CARBONESI,Porto - Saragozza
VIA DE' COLTELLINI,Porto - Saragozza
VIA DE' CORIGHI,Porto - Saragozza
VIA DE' FALEGNAMI,Porto - Saragozza
VIA DE' FUSARI,Porto - Saragozza
VIA DE' GARGIOLARI,Porto - Saragozza
VIA DE' GESSI,Porto - Saragozza
VIA DE' GOMBRUTI,Porto - Saragozza
VIA DE' GRIFFONI,Porto - Saragozza
VIA DE' MONARI,Porto - Saragozza
VIA DE' PIATESI,Porto - Saragozza
VIA DE' PRETI,Porto - Saragozza
VIA DE LA BOVA,Porto - Saragozza
VIA DE MARCHI,Porto - Saragozza
VIA DEGLI AGRESTI,Porto - Saragozza
VIA DEGLI USBERTI,Porto - Saragozza
VIA DEI CARRETTIERI,Porto - Saragozza
VIA DEI FELICINI,Porto - Saragozza
VIA DEI GESSAROLI,Porto - Saragozza
VIA DEI MILLE,Porto - Saragozza
VIA DEI TERRIBILIA,Porto - Saragozza
VIA DEI TESSITORI,Porto - Saragozza
VIA DEL BORGHETTO,Porto - Saragozza
VIA DEL CARSO,Porto - Saragozza
VIA DEL CHIU',Porto - Saragozza
VIA DEL FOSSATO,Porto - Saragozza
VIA DEL GENIO,Porto - Saragozza
VIA DEL MACELLO,Porto - Saragozza
VIA DEL MELONCELLO,Porto - Saragozza
VIA DEL PARTIGIANO,Porto - Saragozza
VIA DEL PORTO,Porto - Saragozza
VIA DEL PRATELLO,Porto - Saragozza
VIA DEL RICCIO,Porto - Saragozza
VIA DEL RONDONE,Porto - Saragozza
VIA DEL TIMAVO,Porto - Saragozza
VIA DELL'ABBADIA,Porto - Saragozza
VIA DELL'ISONZO,Porto - Saragozza
VIA DELL'ORSO,Porto - Saragozza
VIA DELL'OSPEDALE,Porto - Saragozza
VIA DELLA CAVRIOLA,Porto - Saragozza
VIA DELLA CERTOSA,Porto - Saragozza
VIA DELLA CROCETTA,Porto - Saragozza
VIA DELLA GHISILIERA,Porto - Saragozza
VIA DELLA GRADA,Porto - Saragozza
VIA DELLA LIBERTA',Porto - Saragozza
VIA DELLA RONDINE,Porto - Saragozza
VIA DELLA SECCHIA,Porto - Saragozza
VIA DELLA ZECCA,Porto - Saragozza
VIA DELLE CASSE,Porto - Saragozza
VIA DELLE LAME,Porto - Saragozza
VIA DELLE TOFANE,Porto - Saragozza
VIA DELLO SCALO,Porto - Saragozza
VIA DELLO SPORT,Porto - Saragozza
VIA DI 'VILLA PARDO',Porto - Saragozza
VIA DI CASAGLIA,Porto - Saragozza
VIA DI GAIBOLA,Porto - Saragozza
VIA DI MONTE ALBANO,Porto - Saragozza
VIA DI RAVONE,Porto - Saragozza
VIA DI S.LUCA,Porto - Saragozza
VIA DOMENICO BIANCHINI,Porto - Saragozza
VIA DON GIOVANNI MINZONI,Porto - Saragozza
VIA DON LUIGI ORIONE,Porto - Saragozza
VIA DON LUIGI STURZO,Porto - Saragozza
VIA DUCCIO GALIMBERTI,Porto - Saragozza
VIA EDOARDO BRIZIO,Porto - Saragozza
VIA EMILIA PONENTE,Porto - Saragozza
VIA ENZO ZONI,Porto - Saragozza
VIA ESTRO MENABUE,Porto - Saragozza
VIA ETTORE BIDONE,Porto - Saragozza
VIA EUGENIO CURIEL,Porto - Saragozza
VIA FELICE BATTAGLIA,Porto - Saragozza
VIA FELICE CAVALLOTTI,Porto - Saragozza
VIA FERNANDO DE ROSA,Porto - Saragozza
VIA FERRUCCIO MAGNANI,Porto - Saragozza
VIA FILIPPO TURATI,Porto - Saragozza
VIA FLORIANO AMBROSINI,Porto - Saragozza
VIA FONTANINA,Porto - Saragozza
VIA FONTI DI CASAGLIA,Porto - Saragozza
VIA FRANCESCO ALBERGATI,Porto - Saragozza
VIA FRANCESCO BARACCA,Porto - Saragozza
VIA FRANCESCO ORIOLI,Porto - Saragozza
VIA FRANCESCO ORSONI,Porto - Saragozza
VIA FRANCESCO RISMONDO,Porto - Saragozza
VIA FRANCESCO RONCATI,Porto - Saragozza
VIA FRANCESCO ZANARDI,Porto - Saragozza
VIA FRASSINAGO,Porto - Saragozza
VIA FRATELLI BORDONI,Porto - Saragozza
VIA FRATELLI ROSSELLI,Porto - Saragozza
VIA GAETANO BOTTRIGARI,Porto - Saragozza
VIA GALLIERA,Porto - Saragozza
VIA GIACOMO ANTONIO PERTI,Porto - Saragozza
VIA GIACOMO LEOPARDI,Porto - Saragozza
VIA GIACOMO VENEZIAN,Porto - Saragozza
VIA GIAMBATTISTA MARTINI,Porto - Saragozza
VIA GINO ONOFRI,Porto - Saragozza
VIA GIORGIO ERCOLANI,Porto - Saragozza
VIA GIOV.BATTISTA MELLONI,Porto - Saragozza
VIA GIOVAN BATTISTA MORGAGNI,Porto - Saragozza
VIA GIOVANNI AMENDOLA,Porto - Saragozza
VIA GIOVANNI BRUGNOLI,Porto - Saragozza
VIA GIOVANNI CERBAI,Porto - Saragozza
VIA GIOVANNI LIVRAGHI,Porto - Saragozza
VIA GIOVANNI SPATARO,Porto - Saragozza
VIA GIROLAMO BORSELLI,Porto - Saragozza
VIA GIROLAMO GIACOBBI,Porto - Saragozza
VIA GIUSEPPE GALLETTI,Porto - Saragozza
VIA GIUSEPPE GRABINSKI,Porto - Saragozza
VIA GIUSEPPE PACCHIONI,Porto - Saragozza
VIA GORIZIA,Porto - Saragozza
VIA GRAZIANO,Porto - Saragozza
VIA GUGLIELMO MARCONI,Porto - Saragozza
VIA INNOCENZO MALVASIA,Porto - Saragozza
VIA IRMA BANDIERA,Porto - Saragozza
VIA IVO LOLLINI,Porto - Saragozza
VIA LEONETTO CIPRIANI,Porto - Saragozza
VIA LIBERO BATTISTELLI,Porto - Saragozza
VIA LIBERO BERGONZONI,Porto - Saragozza
VIA LIPPO DI DALMASIO,Porto - Saragozza
VIA LIVIO ZAMBECCARI,Porto - Saragozza
VIA LODOVICO BERTI,Porto - Saragozza
VIA LUIGI BREVENTANI,Porto - Saragozza
VIA LUIGI BUSI,Porto - Saragozza
VIA LUIGI CALORI,Porto - Saragozza
VIA LUIGI TANARI,Porto - Saragozza
VIA LUIGI VALERIANI,Porto - Saragozza
VIA MAGGIA,Porto - Saragozza
VIA MALPERTUSO,Porto - Saragozza
VIA MALTA,Porto - Saragozza
VIA MANZONI,Porto - Saragozza
VIA MARESCALCHI,Porto - Saragozza
VIA MARINO DALMONTE,Porto - Saragozza
VIA MARIO BASTIA,Porto - Saragozza
VIA MARIO FINZI,Porto - Saragozza
VIA MARZABOTTO,Porto - Saragozza
VIA MILAZZO,Porto - Saragozza
VIA MONALDO CALARI,Porto - Saragozza
VIA MONDINO DE LIUZZI,Porto - Saragozza
VIA MONTE GRAPPA,Porto - Saragozza
VIA MONTEBELLO,Porto - Saragozza
VIA MONTEFIORINO,Porto - Saragozza
VIA MONTELLO,Porto - Saragozza
VIA MONTENERO,Porto - Saragozza
VIA NAZARIO SAURO,Porto - Saragozza
VIA NINO BIXIO SCOTA,Porto - Saragozza
VIA NINO NANNETTI,Porto - Saragozza
VIA NOSADELLA,Porto - Saragozza
VIA ODONE BELLUZZI,Porto - Saragozza
VIA OLEARI,Porto - Saragozza
VIA OLINDO GUERRINI,Porto - Saragozza
VIA ORESTE VANCINI,Porto - Saragozza
VIA OSLAVIA,Porto - Saragozza
VIA PADRE FRANCESCO GRIMALDI,Porto - Saragozza
VIA PALESTRO,Porto - Saragozza
VIA PAOLO BOVI CAMPEGGI,Porto - Saragozza
VIA PAOLO DORE,Porto - Saragozza
VIA PAOLO G. MARTINI,Porto - Saragozza
VIA PARADISO,Porto - Saragozza
VIA PARIDE PASQUALI,Porto - Saragozza
VIA PARIGI,Porto - Saragozza
VIA PASQUALE MURATORI,Porto - Saragozza
VIA PASTRENGO,Porto - Saragozza
VIA PASUBIO,Porto - Saragozza
VIA PELLEGRINO ROSSI,Porto - Saragozza
VIA PIAVE,Porto - Saragozza
VIA PIER ANTONIO RAPPINI,Porto - Saragozza
VIA PIER DE' CRESCENZI,Porto - Saragozza
VIA PIER JACOPO MARTELLO,Porto - Saragozza
VIA PIETRALATA,Porto - Saragozza
VIA PIETRO BURGATTI,Porto - Saragozza
VIA PIETRO BUSACCHI,Porto - Saragozza
VIA PIETRO CANTINELLI,Porto - Saragozza
VIA PIETRO DE COUBERTIN,Porto - Saragozza
VIA PIETRO INVITI,Porto - Saragozza
VIA PODGORA,Porto - Saragozza
VIA POLESE,Porto - Saragozza
VIA POMPEO SCIPIONE DOLFI,Porto - Saragozza
VIA PORRETTANA,Porto - Saragozza
VIA PORTA DI CASTELLO,Porto - Saragozza
VIA PORTANOVA,Porto - Saragozza
VIA PRATI DI CAPRARA,Porto - Saragozza
VIA PROSPERO FONTANA,Porto - Saragozza
VIA QUATTRO NOVEMBRE,Porto - Saragozza
VIA RAGAZZI DEL '99,Porto - Saragozza
VIA RINO RUSCELLO,Porto - Saragozza
VIA RIVA DI RENO,Porto - Saragozza
VIA RODOLFO AUDINOT,Porto - Saragozza
VIA S.CARLO,Porto - Saragozza
VIA S.CATERINA,Porto - Saragozza
VIA S.CROCE,Porto - Saragozza
VIA S.FELICE,Porto - Saragozza
VIA S.GERVASIO,Porto - Saragozza
VIA S.GIORGIO,Porto - Saragozza
VIA S.GIUSEPPE,Porto - Saragozza
VIA S.ISAIA,Porto - Saragozza
VIA S.LORENZO,Porto - Saragozza
VIA S.MARCELLINO,Porto - Saragozza
VIA S.MARGHERITA,Porto - Saragozza
VIA S.MARIA MAGGIORE,Porto - Saragozza
VIA S.PROCOLO,Porto - Saragozza
VIA SABOTINO,Porto - Saragozza
VIA SACCO E VANZETTI,Porto - Saragozza
VIA SAN PIO V,Porto - Saragozza
VIA SAN ROCCO,Porto - Saragozza
VIA SAN VALENTINO,Porto - Saragozza
VIA SARAGOZZA,Porto - Saragozza
VIA SCHIAVONIA,Porto - Saragozza
VIA SENZANOME,Porto - Saragozza
VIA STANISLAO MATTEI,Porto - Saragozza
VIA STRAZZACAPPE,Porto - Saragozza
VIA TAGLIAPIETRE,Porto - Saragozza
VIA TANARI VECCHIA,Porto - Saragozza
VIA TOLMINO,Porto - Saragozza
VIA TULLIO LEVI CIVITA,Porto - Saragozza
VIA UGO BASSI,Porto - Saragozza
VIA UGO FOSCOLO,Porto - Saragozza
VIA UGO LENZI,Porto - Saragozza
VIA URBANA,Porto - Saragozza
VIA VAL D'APOSA,Porto - Saragozza
VIA VALDOSSOLA,Porto - Saragozza
VIA VALLE DI PREDA,Porto - Saragozza
VIA VITO VOLTERRA,Porto - Saragozza
VIA VITTORIO VENETO,Porto - Saragozza
VIA VOLONTARI DELLA LIBERTA',Porto - Saragozza
VIA VOLTO SANTO,Porto - Saragozza
VIA VOLTURNO,Porto - Saragozza
VIA XXI APRILE 1945,Porto - Saragozza
VIALE ANTONIO ALDINI,Porto - Saragozza
VIALE ANTONIO SILVANI,Porto - Saragozza
VIALE CARLO PEPOLI,Porto - Saragozza
VIALE DEL RISORGIMENTO,Porto - Saragozza
VIALE GIOVANNI VICINI,Porto - Saragozza
VIALE M. KARAMCHAND GANDHI,Porto - Saragozza
VIALE PIETRO PIETRAMELLARA,Porto - Saragozza
VIALE SANDRO PERTINI,Porto - Saragozza
VIALE VITTORIO SABENA,Porto - Saragozza
VICOLO CAREGA,Porto - Saragozza
VICOLO DEGLI ARIOSTI,Porto - Saragozza
VICOLO DELLA NEVE,Porto - Saragozza
VICOLO GANGAIOLO,Porto - Saragozza
VICOLO GHIRLANDA,Porto - Saragozza
VICOLO OLANDA,Porto - Saragozza
VICOLO OTTO COLONNE,Porto - Saragozza
VICOLO PAGLIA CORTA,Porto - Saragozza
VICOLO QUARTIROLO,Porto - Saragozza
VICOLO S.ARCANGELO,Porto - Saragozza
VICOLO SPIRITO SANTO,Porto - Saragozza
VICOLO STRADELLACCIO,Porto - Saragozza
VICOLO URBAGA,Porto - Saragozza
AUTOSTRADA A-14 (BO-RN),San Donato - San Vitale
AUTOSTRADA A-14 (RN-BO),San Donato - San Vitale
GALLERIA VIALARGA,San Donato - San Vitale
LARGO GIOV. IGNAZIO MOLINA,San Donato - San Vitale
NOME VIA DA ISTITUIRE,San Donato - San Vitale
PIAZZA ADAM MICKIEWICZ,San Donato - San Vitale
PIAZZA DEI COLORI,San Donato - San Vitale
PIAZZA DELLA COSTITUZIONE,San Donato - San Vitale
PIAZZA DI PORTA S.DONATO,San Donato - San Vitale
PIAZZA DI PORTA S.VITALE,San Donato - San Vitale
PIAZZA GIOVANNI SPADOLINI,San Donato - San Vitale
PIAZZA GIUSEPPE LIPPARINI,San Donato - San Vitale
PIAZZA LA VENETA,San Donato - San Vitale
PIAZZA RENZO IMBENI,San Donato - San Vitale
PIAZZETTA CARLO MUSI,San Donato - San Vitale
RAMPA TANG.USCITA DIECI CASAL.-S.LAZZARO,San Donato - San Vitale
RAMPA TANG.USCITA DIECI S.LAZZARO-CASAL.,San Donato - San Vitale
RAMPA TANG.USCITA DODICI CASAL.-S.LAZZARO,San Donato - San Vitale
RAMPA TANG.USCITA DODICI S.LAZZARO-CASAL.,San Donato - San Vitale
RAMPA TANG.USCITA OTTO CASAL.-S.LAZZ.,San Donato - San Vitale
RAMPA TANG.USCITA OTTO S.LAZZ.-CASAL.,San Donato - San Vitale
RAMPA TANG.USCITA UNDICI-BIS CASAL.-S.LAZZ,San Donato - San Vitale
ROTONDA ACQUA FRESCA,San Donato - San Vitale
ROTONDA ALEARDO DONATI,San Donato - San Vitale
ROTONDA ARMANDO GAGLIANI,San Donato - San Vitale
ROTONDA ARMANDO GHEDINI,San Donato - San Vitale
ROTONDA AUGUSTO BARONI,San Donato - San Vitale
ROTONDA CESARE MALOSSI,San Donato - San Vitale
ROTONDA DANTE CANE',San Donato - San Vitale
ROTONDA DELLA LEONA,San Donato - San Vitale
ROTONDA DI VILLANOVA,San Donato - San Vitale
ROTONDA ELENA LUCREZIA CORNER PISCOPIA,San Donato - San Vitale
ROTONDA ENRICO BRUNETTI RODATI,San Donato - San Vitale
ROTONDA ENRICO DE ANGELI,San Donato - San Vitale
ROTONDA GINO CALARI,San Donato - San Vitale
ROTONDA GIOVANNI SABADINO DEGLI ARIENTI,San Donato - San Vitale
ROTONDA GIUSEPPE ANTONIO TORRI,San Donato - San Vitale
